paper_title,author_links,author_stats
Transferred Discrepancy: Quantifying the Difference Between Representations,"['https://www.semanticscholar.org/author/Yunzhen-Feng/152134566', 'https://www.semanticscholar.org/author/Liwei-Wang/24952249', 'https://www.semanticscholar.org/author/Di-He/1391126980', 'https://www.semanticscholar.org/author/Runtian-Zhai/3265543', 'https://www.semanticscholar.org/author/Bin-Dong/145496882']","[{'Publications': '3', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '135', 'h-index': '34', 'Citations': '5,095', 'Highly Influential Citations': '544'}, {'Publications': '66', 'h-index': '23', 'Citations': '2,037', 'Highly Influential Citations': '259'}, {'Publications': '4', 'h-index': '2', 'Citations': '95', 'Highly Influential Citations': '13'}, {'Publications': '35', 'h-index': '13', 'Citations': '1,050', 'Highly Influential Citations': '90'}]"
"The Scattering Compositional Learner: Discovering Objects, Attributes, Relationships in Analogical Reasoning","['https://www.semanticscholar.org/author/Roger-B.-Grosse/1785346', 'https://www.semanticscholar.org/author/Jimmy-Ba/2503659', 'https://www.semanticscholar.org/author/Yuhuai-Wu/3374063', 'https://www.semanticscholar.org/author/Honghua-Dong/88880715']","[{'Publications': '104', 'h-index': '35', 'Citations': '8,147', 'Highly Influential Citations': '1,195'}, {'Publications': '65', 'h-index': '28', 'Citations': '81,541', 'Highly Influential Citations': '13,069'}, {'Publications': '36', 'h-index': '14', 'Citations': '2,192', 'Highly Influential Citations': '274'}, {'Publications': '5', 'h-index': '4', 'Citations': '158', 'Highly Influential Citations': '12'}]"
Reinforcement Learning for Sparse-Reward Object-Interaction Tasks in First-person Simulated 3D Environments,"['https://www.semanticscholar.org/author/Anthony-Liang/2057100003', 'https://www.semanticscholar.org/author/Wilka-Carvalho/51913868', 'https://www.semanticscholar.org/author/Satinder-Singh/2108384183']","[{'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '5', 'h-index': '3', 'Citations': '242', 'Highly Influential Citations': '38'}, {'Publications': '44', 'h-index': '13', 'Citations': '747', 'Highly Influential Citations': '65'}]"
Hybrid Quantum-Classical Stochastic Networks with Boltzmann Layers,"['https://www.semanticscholar.org/author/Eric-R.-Ansch%C3%BCtz/1411273676', 'https://www.semanticscholar.org/author/Cristian-Zanoci/51516616']","[{'Publications': '2', 'h-index': '2', 'Citations': '47', 'Highly Influential Citations': '2'}, {'Publications': '12', 'h-index': '4', 'Citations': '59', 'Highly Influential Citations': '1'}]"
Data Augmentation for Meta-Learning,"['https://www.semanticscholar.org/author/T.-Goldstein/1962083', 'https://www.semanticscholar.org/author/Kezhi-Kong/80253287', 'https://www.semanticscholar.org/author/Renkun-Ni/3434279', 'https://www.semanticscholar.org/author/Amr-Sharaf/143816740', 'https://www.semanticscholar.org/author/Micah-Goldblum/121592562']","[{'Publications': '165', 'h-index': '34', 'Citations': '8,918', 'Highly Influential Citations': '983'}, {'Publications': '8', 'h-index': '3', 'Citations': '26', 'Highly Influential Citations': '5'}, {'Publications': '12', 'h-index': '6', 'Citations': '131', 'Highly Influential Citations': '19'}, {'Publications': '21', 'h-index': '5', 'Citations': '101', 'Highly Influential Citations': '7'}, {'Publications': '34', 'h-index': '8', 'Citations': '178', 'Highly Influential Citations': '19'}]"
Graph-Graph Similarity Network,"['https://www.semanticscholar.org/author/W.-Wang/47824598', 'https://www.semanticscholar.org/author/Song-Bian/2074000845', 'https://www.semanticscholar.org/author/Yizhou-Sun/2109461904', 'https://www.semanticscholar.org/author/Haoyang-Ding/3312320', 'https://www.semanticscholar.org/author/Yunsheng-Bai/51228791', 'https://www.semanticscholar.org/author/Ting-Chen/145358498']","[{'Publications': '1,160', 'h-index': '51', 'Citations': '29,929', 'Highly Influential Citations': '1,906'}, {'Publications': '7', 'h-index': '4', 'Citations': '128', 'Highly Influential Citations': '18'}, {'Publications': '209', 'h-index': '45', 'Citations': '9,409', 'Highly Influential Citations': '923'}, {'Publications': '19', 'h-index': '7', 'Citations': '190', 'Highly Influential Citations': '23'}, {'Publications': '27', 'h-index': '8', 'Citations': '501', 'Highly Influential Citations': '26'}, {'Publications': '29', 'h-index': '15', 'Citations': '2,592', 'Highly Influential Citations': '738'}]"
Neural Bootstrapper,"['https://www.semanticscholar.org/author/Sungbin-Lim/26381055', 'https://www.semanticscholar.org/author/Minsuk-Shin/46290901', 'https://www.semanticscholar.org/author/Hyungjoon-Cho/2453689']","[{'Publications': '31', 'h-index': '10', 'Citations': '427', 'Highly Influential Citations': '56'}, {'Publications': '12', 'h-index': '4', 'Citations': '79', 'Highly Influential Citations': '16'}, {'Publications': '79', 'h-index': '15', 'Citations': '779', 'Highly Influential Citations': '38'}]"
Hokey Pokey Causal Discovery: Using Deep Learning Model Errors to Learn Causal Structure,"['https://www.semanticscholar.org/author/R.-Michalski/2421006', 'https://www.semanticscholar.org/author/Tom-Michael-Mitchell/40975594', 'https://www.semanticscholar.org/author/J.-Carbonell/143712374']","[{'Publications': '361', 'h-index': '54', 'Citations': '16,962', 'Highly Influential Citations': '536'}, {'Publications': '342', 'h-index': '75', 'Citations': '30,309', 'Highly Influential Citations': '1,985'}, {'Publications': '535', 'h-index': '69', 'Citations': '25,600', 'Highly Influential Citations': '2,233'}]"
Invariant Batch Normalization for Multi-source Domain Generalization,"['https://www.semanticscholar.org/author/Seonguk-Seo/51444310', 'https://www.semanticscholar.org/author/Dongwan-Kim/2111896316', 'https://www.semanticscholar.org/author/Bohyung-Han/40030651', 'https://www.semanticscholar.org/author/Yumin-Suh/35124674', 'https://www.semanticscholar.org/author/Jongwoo-Han/2111709844']","[{'Publications': '5', 'h-index': '4', 'Citations': '167', 'Highly Influential Citations': '23'}, {'Publications': '8', 'h-index': '5', 'Citations': '191', 'Highly Influential Citations': '21'}, {'Publications': '128', 'h-index': '42', 'Citations': '9,713', 'Highly Influential Citations': '1,192'}, {'Publications': '13', 'h-index': '8', 'Citations': '430', 'Highly Influential Citations': '38'}, {'Publications': '2', 'h-index': '1', 'Citations': '22', 'Highly Influential Citations': '3'}]"
Few-shot Adaptation of Generative Adversarial Networks,"['https://www.semanticscholar.org/author/Jia-Bin-Huang/2109967526', 'https://www.semanticscholar.org/author/Esther-Robb/40978165', 'https://www.semanticscholar.org/author/Wen-Sheng-Chu/39336289', 'https://www.semanticscholar.org/author/Abhishek-Kumar/2109224633']","[{'Publications': '29', 'h-index': '10', 'Citations': '299', 'Highly Influential Citations': '38'}, {'Publications': '3', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '1'}, {'Publications': '41', 'h-index': '18', 'Citations': '1,459', 'Highly Influential Citations': '189'}, {'Publications': '15', 'h-index': '6', 'Citations': '208', 'Highly Influential Citations': '33'}]"
Optimizing Over All Sequences of Orthogonal Polynomials,['https://www.semanticscholar.org/author/C.-Grosjean/2006531'],"[{'Publications': '87', 'h-index': '10', 'Citations': '337', 'Highly Influential Citations': '21'}]"
Understanding Adversarial Attacks on Autoencoders,"['https://www.semanticscholar.org/author/Alexander-Binder/49345823', 'https://www.semanticscholar.org/author/Y.-Elovici/1724372', 'https://www.semanticscholar.org/author/Penny-Chong/31030883', 'https://www.semanticscholar.org/author/Jiamei-Sun/49991294', 'https://www.semanticscholar.org/author/Yi-Xiang-Marcus-Tan/35472650']","[{'Publications': '75', 'h-index': '19', 'Citations': '4,745', 'Highly Influential Citations': '620'}, {'Publications': '446', 'h-index': '53', 'Citations': '10,788', 'Highly Influential Citations': '646'}, {'Publications': '11', 'h-index': '4', 'Citations': '45', 'Highly Influential Citations': '4'}, {'Publications': '10', 'h-index': '3', 'Citations': '37', 'Highly Influential Citations': '2'}, {'Publications': '8', 'h-index': '4', 'Citations': '34', 'Highly Influential Citations': '5'}]"
A Unified Framework for Proximal Methods,"['https://www.semanticscholar.org/author/Javier-F.-Pena/145055007', 'https://www.semanticscholar.org/author/David-H.-Gutman/40361886']","[{'Publications': '78', 'h-index': '18', 'Citations': '1,324', 'Highly Influential Citations': '131'}, {'Publications': '8', 'h-index': '4', 'Citations': '41', 'Highly Influential Citations': '2'}]"
Out-of-Core Training for Extremely Large-Scale Neural Networks with Adaptive Window-Based Scheduling,"['https://www.semanticscholar.org/author/T.-Narihira/3288474', 'https://www.semanticscholar.org/author/Akio-Hayakawa/48845090']","[{'Publications': '15', 'h-index': '5', 'Citations': '290', 'Highly Influential Citations': '33'}, {'Publications': '3', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}]"
PAC-Bayesian Randomized Value Function with Informative Prior,"['https://www.semanticscholar.org/author/D.-R.-S.-Saputro/103555218', 'https://www.semanticscholar.org/author/F.-Amalia/100632760', 'https://www.semanticscholar.org/author/P.-Widyaningsih/82883983', 'https://www.semanticscholar.org/author/R.-Affan/87103009']","[{'Publications': '47', 'h-index': '4', 'Citations': '76', 'Highly Influential Citations': '2'}, {'Publications': '1', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '37', 'h-index': '4', 'Citations': '88', 'Highly Influential Citations': '5'}, {'Publications': '3', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '0'}]"
cross-modal knowledge enhancement mechanism for few-shot learning,"['https://www.semanticscholar.org/author/Boris-N.-Oreshkin/3313242', 'https://www.semanticscholar.org/author/N.-Rostamzadeh/2599281', 'https://www.semanticscholar.org/author/Pedro-H.-O.-Pinheiro/2708655', 'https://www.semanticscholar.org/author/Chen-Xing/1399291043']","[{'Publications': '50', 'h-index': '14', 'Citations': '1,320', 'Highly Influential Citations': '169'}, {'Publications': '32', 'h-index': '11', 'Citations': '665', 'Highly Influential Citations': '92'}, {'Publications': '37', 'h-index': '14', 'Citations': '3,143', 'Highly Influential Citations': '296'}, {'Publications': '11', 'h-index': '8', 'Citations': '710', 'Highly Influential Citations': '80'}]"
Mathematical Word Problem Generation from Commonsense Knowledge Graph and Equations,"['https://www.semanticscholar.org/author/Zhiwei-Liu/14631164', 'https://www.semanticscholar.org/author/Tianqiao-Liu/2115347033', 'https://www.semanticscholar.org/author/Zhongqin-Wu/4574975', 'https://www.semanticscholar.org/author/Qian-Fang/2111828193', 'https://www.semanticscholar.org/author/Wenbiao-Ding/3068001']","[{}, {'Publications': '6', 'h-index': '3', 'Citations': '26', 'Highly Influential Citations': '2'}, {'Publications': '17', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '22', 'h-index': '5', 'Citations': '56', 'Highly Influential Citations': '2'}]"
Feedforward Legendre Memory Unit,"['https://www.semanticscholar.org/author/Narsimha-Chilkuri/2051434113', 'https://www.semanticscholar.org/author/C.-Eliasmith/1690396']","[{'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '222', 'h-index': '39', 'Citations': '6,319', 'Highly Influential Citations': '489'}]"
Interpretable Reinforcement Learning With Neural Symbolic Logic,"['https://www.semanticscholar.org/author/P.-Weng/145822500', 'https://www.semanticscholar.org/author/Hankz-Hankui-Zhuo/74076606', 'https://www.semanticscholar.org/author/Y.-Zhuang/8773733', 'https://www.semanticscholar.org/author/W.-Liu/2032869', 'https://www.semanticscholar.org/author/Zhihao-Ma/2116415003', 'https://www.semanticscholar.org/author/Jianye-Hao/40513470', 'https://www.semanticscholar.org/author/Dong-Li/2108821147', 'https://www.semanticscholar.org/author/Kun-Shao/1704229853']","[{'Publications': '7', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '16', 'h-index': '4', 'Citations': '70', 'Highly Influential Citations': '3'}, {'Publications': '9', 'h-index': '3', 'Citations': '25', 'Highly Influential Citations': '4'}, {'Publications': '4', 'h-index': '1', 'Citations': '15', 'Highly Influential Citations': '0'}, {'Publications': '4', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '174', 'h-index': '17', 'Citations': '968', 'Highly Influential Citations': '66'}, {'Publications': '9', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '0'}, {'Publications': '17', 'h-index': '9', 'Citations': '265', 'Highly Influential Citations': '19'}]"
FixNorm: Dissecting Weight Decay for Training Deep Neural Networks,"['https://www.semanticscholar.org/author/Zhaobai-Zhong/90833706', 'https://www.semanticscholar.org/author/Yunxiao-Sun/2109127599', 'https://www.semanticscholar.org/author/Yucong-Zhou/51149481']","[{'Publications': '16', 'h-index': '8', 'Citations': '534', 'Highly Influential Citations': '41'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '6', 'h-index': '3', 'Citations': '173', 'Highly Influential Citations': '30'}]"
Adaptive Learning Rates with Maximum Variation Averaging,"['https://www.semanticscholar.org/author/Zhe-Gan/144702900', 'https://www.semanticscholar.org/author/T.-Goldstein/1962083', 'https://www.semanticscholar.org/author/Y.-Cheng/5524736', 'https://www.semanticscholar.org/author/Chen-Zhu/1431754650', 'https://www.semanticscholar.org/author/Jingjing-Liu/46700348', 'https://www.semanticscholar.org/author/Furong-Huang/40070055']","[{'Publications': '110', 'h-index': '33', 'Citations': '4,300', 'Highly Influential Citations': '632'}, {'Publications': '165', 'h-index': '34', 'Citations': '8,918', 'Highly Influential Citations': '983'}, {'Publications': '916', 'h-index': '55', 'Citations': '14,258', 'Highly Influential Citations': '682'}, {'Publications': '27', 'h-index': '13', 'Citations': '604', 'Highly Influential Citations': '76'}, {'Publications': '78', 'h-index': '24', 'Citations': '2,252', 'Highly Influential Citations': '386'}, {'Publications': '72', 'h-index': '14', 'Citations': '1,409', 'Highly Influential Citations': '180'}]"
Paired Examples as Indirect Supervision in Latent Decision Models,"['https://www.semanticscholar.org/author/D.-Roth/144590225', 'https://www.semanticscholar.org/author/Nitish-Gupta/2285178', 'https://www.semanticscholar.org/author/Matt-Gardner/40642935', 'https://www.semanticscholar.org/author/Sameer-Singh/34650964']","[{'Publications': '532', 'h-index': '77', 'Citations': '24,475', 'Highly Influential Citations': '2,151'}, {'Publications': '19', 'h-index': '8', 'Citations': '368', 'Highly Influential Citations': '35'}, {'Publications': '74', 'h-index': '26', 'Citations': '10,000', 'Highly Influential Citations': '1,716'}, {'Publications': '144', 'h-index': '35', 'Citations': '10,102', 'Highly Influential Citations': '1,413'}]"
